title,source,published,url
Bangladesh government workers protest tax authority reform,the-times-of-india,2025-05-25T15:17:02Z,https://timesofindia.indiatimes.com/world/south-asia/bangladesh-government-workers-protest-tax-authority-reform/articleshow/121395821.cms
Vietnam lawmakers abolish district-level government,the-times-of-india,2025-06-16T04:35:31Z,https://timesofindia.indiatimes.com/world/rest-of-world/vietnam-lawmakers-abolish-district-level-government/articleshow/121874143.cms
Government notifies rules for tri-Service commanders,the-times-of-india,2025-05-28T21:07:59Z,https://timesofindia.indiatimes.com/india/government-notifies-rules-for-tri-service-commanders/articleshow/121474063.cms
Digital Social Security cards coming this summer,fox-news,2025-06-09T14:00:03Z,https://www.foxnews.com/tech/digital-social-security-cards-coming-summer
"Major data broker hack impacts 364,000 individuals’ data",fox-news,2025-06-05T14:00:34Z,https://www.foxnews.com/tech/major-data-broker-hack-impacts-over-364000-individuals-data
Harvard commencement speaker decries Trump administration's 'draconian government measures',fox-news,2025-06-01T18:00:52Z,https://www.foxnews.com/media/harvard-commencement-speaker-decries-trump-administrations-draconian-government-measures
Invisible tax: Government debt is crushing your finances,fox-news,2025-05-30T09:00:00Z,https://www.foxnews.com/opinion/invisible-tax-government-debt-crushing-your-finances
Elon Musk biographer believes billionaire is 'frustrated' as he exits DOGE,fox-news,2025-05-30T19:11:51Z,https://www.foxnews.com/media/elon-musk-biographer-believes-billionaire-frustrated-he-exits-doge
Diddy hires former DOJ expert to save assets from government seizure: Inside empire at stake,fox-news,2025-05-19T08:00:03Z,https://www.foxnews.com/entertainment/diddy-hires-former-doj-expert-save-assets-from-government-seizure-inside-empire-stake
GOP senator says federal government will 'need to play a big role' after tornadoes ravage Midwest,fox-news,2025-05-20T12:12:56Z,https://www.foxnews.com/politics/gop-senator-says-federal-government-going-need-play-big-role-after-tornadoes-ravage-midwest
Former Israeli government spokesperson warns country is in an 'impossible bind' in Gaza,fox-news,2025-05-27T18:17:39Z,https://www.foxnews.com/world/former-israeli-government-spokesperson-warns-country-impossible-bind-gaza
"UFO cover used by government to ‘hide a lot of things,’ former NASA agent says",fox-news,2025-06-15T10:00:25Z,https://www.foxnews.com/us/ufo-cover-used-government-hide-things-former-nasa-agent-says
"Harvard sues Trump admin over foreign student ban, describes it as 'government vendetta’",fox-news,2025-06-06T02:33:41Z,https://www.foxnews.com/politics/harvard-sues-trump-admin-foreign-student-ban-describes-government-vendetta
British government considers chemical castration in plan to reduce prison population,fox-news,2025-05-25T13:45:02Z,https://www.foxnews.com/world/british-government-considers-chemical-castration-plan-reduce-prison-population
"Israel's Netanyahu holds on to power, attempt to dissolve government falls short",fox-news,2025-06-12T12:33:48Z,https://www.foxnews.com/world/israels-netanyahu-holds-power-attempt-dissolve-government-falls-short
"Government spending, ‘destruction’ of programs top list of concerns of voters in swing state",fox-news,2025-06-16T10:00:21Z,https://www.foxnews.com/media/government-spending-destruction-programs-top-list-concerns-voters-swing-state
"US Embassy in Israel tells government employees, families to shelter in place amid Iran strikes",fox-news,2025-06-15T08:46:37Z,https://www.foxnews.com/world/us-embassy-israel-tells-government-employees-families-shelter-place-amid-iran-strikes
Musk officially steps down from DOGE after wrapping work streamlining government,fox-news,2025-05-29T00:45:42Z,https://www.foxnews.com/politics/elon-musk-officially-steps-down-from-doge-after-wrapping-his-work-streamlining-federal-government
Government employee held after attempt to share classified information with foreign country,fox-news,2025-05-30T21:38:37Z,https://www.foxnews.com/politics/government-employee-held-attempt-share-classified-information-foreign-country
Dutch right-wing leader Wilders' party leaves government coalition over immigration,fox-news,2025-06-03T12:30:43Z,https://www.foxnews.com/world/dutch-right-wing-leader-wilders-party-leaves-government-coalition-over-immigration
Musk’s departure marks new chapter for government efficiency in border security,fox-news,2025-06-01T12:00:30Z,https://www.foxnews.com/politics/musks-departure-marks-new-chapter-government-efficiency-border-security
Musk confident DOGE will save $1 trillion as government cost cutting continues,fox-news,2025-05-30T20:54:16Z,https://www.foxnews.com/politics/musk-confident-doge-save-1-trillion-government-cost-cutting-continues
Blackwater founder Erik Prince teams with Haitian government to fight gang violence,fox-news,2025-05-29T21:33:25Z,https://www.foxnews.com/us/blackwater-founder-erik-prince-teams-haitian-government-fight-gang-violence
US IT specialist arrested after attempting to share classified information with foreign government: DOJ,fox-news,2025-05-30T08:18:41Z,https://www.foxnews.com/us/us-it-specialist-arrested-attempting-share-classified-information-foreign-government-doj
US government taking ‘dramatically different approach’ using terrorism charges against drug cartels: FBI alum,fox-news,2025-06-02T08:00:28Z,https://www.foxnews.com/us/us-government-taking-dramatically-different-approach-using-terrorism-charges-against-drug-cartels-fbi-alum
DOGE will go on: Hill pork hawk says rooting out government waste will continue after Elon,fox-news,2025-06-06T21:19:41Z,https://www.foxnews.com/politics/doge-go-on-hill-pork-hawk-says-rooting-out-government-waste-continue-after-elon
'American hero' or 'failure': Elon Musk's DOGE departure divides Capitol Hill,fox-news,2025-05-30T18:16:24Z,https://www.foxnews.com/politics/american-hero-failure-elon-musks-doge-departure-divides-capitol-hill
Dem senators propose bill to punish El Salvador for ‘collusion’ with Trump,fox-news,2025-06-12T22:29:52Z,https://www.foxnews.com/politics/dem-senators-propose-bill-punish-el-salvador-collusion-trump
Elon built the DOGE rocket and it’s going to keep flying,fox-news,2025-06-01T12:00:07Z,https://www.foxnews.com/opinion/elon-built-doge-rocket-its-going-keep-flying
"Judge restricts DOGE access to federal databases, finding 'breach of law and trust'",fox-news,2025-06-10T13:18:52Z,https://www.foxnews.com/politics/judge-restricts-doge-access-federal-databases-finding-breach-law-trust
"Holocaust survivor among victims in Boulder, Colorado suspected terror attack",fox-news,2025-06-02T17:52:38Z,https://www.foxnews.com/us/holocaust-survivor-among-victims-boulder-colorado-suspected-terror-attack
Whistleblower accuses Biden admin of leaving thousands of migrant child trafficking reports uninvestigated,fox-news,2025-06-01T13:47:47Z,https://www.foxnews.com/media/whistleblower-accuses-biden-admin-leaving-thousands-migrant-child-trafficking-reports-uninvestigated
DOGE slashes over $5 million by cutting thousands of unused software licenses,fox-news,2025-05-31T02:53:26Z,https://www.foxnews.com/politics/doge-slashes-5-million-cutting-thousands-unused-software-licenses
